RowIndex,TimestampMs,PpgGreen,PpgRed,PpgIr,AccX,AccY,AccZ,HeartRate,IBI_ms
Row 38 | Timestamp: 1710826327186 ms | PPG(Green=2119314, Red=2119314, Ir=2119314) | ACC(X=-0.198789656162262, Y=0.371233701705933, Z=8.96709060668945) | HR=86 bpm | IBI=769 ms | Participant=P03
Row 441 | Timestamp: 1710826343325 ms | PPG(Green=2084037, Red=2084037, Ir=2084037) | ACC(X=11.7764911651611, Y=2.85730195045471, Z=-1.28135502338409) | HR=76 bpm | IBI=0 ms | Participant=P03
Row 442 | Timestamp: 1710826343365 ms | PPG(Green=2089895, Red=2089895, Ir=2089895) | ACC(X=12.4878225326538, Y=3.82729983329773, Z=-1.40110790729523) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 443 | Timestamp: 1710826343405 ms | PPG(Green=2093892, Red=2093892, Ir=2093892) | ACC(X=10.3945436477661, Y=3.87759590148926, Z=-1.45619416236877) | HR=76 bpm | IBI=0 ms | Participant=P03
Row 444 | Timestamp: 1710826343445 ms | PPG(Green=2096135, Red=2096135, Ir=2096135) | ACC(X=10.2460508346558, Y=3.82490468025208, Z=-1.33644139766693) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 445 | Timestamp: 1710826343485 ms | PPG(Green=2098164, Red=2098164, Ir=2098164) | ACC(X=8.82338714599609, Y=3.97579336166382, Z=-1.1520220041275) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 446 | Timestamp: 1710826343525 ms | PPG(Green=2101427, Red=2101427, Ir=2101427) | ACC(X=7.68334007263184, Y=4.23206424713135, Z=-0.44308540225029) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 447 | Timestamp: 1710826343565 ms | PPG(Green=2105842, Red=2105842, Ir=2105842) | ACC(X=7.18756341934204, Y=4.81166791915894, Z=0.31854248046875) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 448 | Timestamp: 1710826343605 ms | PPG(Green=2110792, Red=2110792, Ir=2110792) | ACC(X=7.17319345474243, Y=4.72544574737549, Z=0.0838269665837287) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 449 | Timestamp: 1710826343645 ms | PPG(Green=2116258, Red=2116258, Ir=2116258) | ACC(X=8.45933818817139, Y=7.49413061141968, Z=-0.560443162918091) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 450 | Timestamp: 1710826343685 ms | PPG(Green=2121853, Red=2121853, Ir=2121853) | ACC(X=9.43412590026856, Y=7.88452482223511, Z=0.95562744140625) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 451 | Timestamp: 1710826343725 ms | PPG(Green=2127433, Red=2127433, Ir=2127433) | ACC(X=10.0209150314331, Y=8.20785713195801, Z=-3.63090515136719) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 452 | Timestamp: 1710826343765 ms | PPG(Green=2133828, Red=2133828, Ir=2133828) | ACC(X=8.65573310852051, Y=9.93708801269531, Z=-4.85956907272339) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 453 | Timestamp: 1710826343805 ms | PPG(Green=2140466, Red=2140466, Ir=2140466) | ACC(X=8.38269710540771, Y=9.48681735992432, Z=-5.85351753234863) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 454 | Timestamp: 1710826343845 ms | PPG(Green=2146795, Red=2146795, Ir=2146795) | ACC(X=7.36958789825439, Y=2.87406730651855, Z=-8.76590538024902) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 455 | Timestamp: 1710826343885 ms | PPG(Green=2154145, Red=2154145, Ir=2154145) | ACC(X=6.25109672546387, Y=7.63783407211304, Z=-8.77309036254883) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 456 | Timestamp: 1710826343925 ms | PPG(Green=2163252, Red=2163252, Ir=2163252) | ACC(X=8.58148670196533, Y=4.05962038040161, Z=-5.17811155319214) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 457 | Timestamp: 1710826343965 ms | PPG(Green=2173099, Red=2173099, Ir=2173099) | ACC(X=9.9179277420044, Y=6.32294845581055, Z=-1.39152765274048) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 458 | Timestamp: 1710826344005 ms | PPG(Green=2176314, Red=2176314, Ir=2176314) | ACC(X=7.96356201171875, Y=11.4124431610107, Z=-1.60468769073486) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 459 | Timestamp: 1710826344045 ms | PPG(Green=2175601, Red=2175601, Ir=2175601) | ACC(X=5.34337043762207, Y=11.7860717773438, Z=-3.41535019874573) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 460 | Timestamp: 1710826344085 ms | PPG(Green=2173227, Red=2173227, Ir=2173227) | ACC(X=2.04058790206909, Y=11.0100736618042, Z=-3.90394163131714) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 461 | Timestamp: 1710826344125 ms | PPG(Green=2170588, Red=2170588, Ir=2170588) | ACC(X=-0.153283596038818, Y=8.98146057128906, Z=-4.78532218933105) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 462 | Timestamp: 1710826344165 ms | PPG(Green=2170709, Red=2170709, Ir=2170709) | ACC(X=-0.555653035640717, Y=7.19953870773315, Z=-3.93747234344482) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 463 | Timestamp: 1710826344205 ms | PPG(Green=2173119, Red=2173119, Ir=2173119) | ACC(X=-0.7400723695755, Y=7.0079345703125, Z=-5.69544363021851) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 464 | Timestamp: 1710826344245 ms | PPG(Green=2175351, Red=2175351, Ir=2175351) | ACC(X=0.42152988910675, Y=8.20785713195801, Z=-6.31815814971924) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 465 | Timestamp: 1710826344285 ms | PPG(Green=2177180, Red=2177180, Ir=2177180) | ACC(X=1.26698470115662, Y=2.33278465270996, Z=-8.04499340057373) | HR=76 bpm | IBI=0 ms | Participant=P03
Row 466 | Timestamp: 1710826344325 ms | PPG(Green=2178949, Red=2178949, Ir=2178949) | ACC(X=2.22261214256287, Y=2.342365026474, Z=-8.11924076080322) | HR=76 bpm | IBI=0 ms | Participant=P03
Row 467 | Timestamp: 1710826344365 ms | PPG(Green=2180769, Red=2180769, Ir=2180769) | ACC(X=1.87053883075714, Y=4.20332384109497, Z=-6.94087266921997) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 468 | Timestamp: 1710826344405 ms | PPG(Green=2182646, Red=2182646, Ir=2182646) | ACC(X=1.377157330513, Y=5.44396257400513, Z=-8.03062343597412) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 469 | Timestamp: 1710826344445 ms | PPG(Green=2184701, Red=2184701, Ir=2184701) | ACC(X=0.347283154726028, Y=4.52665615081787, Z=-7.95877170562744) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 470 | Timestamp: 1710826344485 ms | PPG(Green=2186839, Red=2186839, Ir=2186839) | ACC(X=-0.162863820791245, Y=4.16739797592163, Z=-7.63064908981323) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 471 | Timestamp: 1710826344525 ms | PPG(Green=2189059, Red=2189059, Ir=2189059) | ACC(X=-0.0383208990097045, Y=4.22008895874023, Z=-9.0173864364624) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 472 | Timestamp: 1710826344565 ms | PPG(Green=2191879, Red=2191879, Ir=2191879) | ACC(X=0.138913258910179, Y=3.87759590148926, Z=-8.71321487426758) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 473 | Timestamp: 1710826344605 ms | PPG(Green=2195783, Red=2195783, Ir=2195783) | ACC(X=0.514937102794647, Y=3.43451046943665, Z=-9.1060037612915) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 474 | Timestamp: 1710826344645 ms | PPG(Green=2200242, Red=2200242, Ir=2200242) | ACC(X=1.18076264858246, Y=6.06428241729736, Z=-12.5237483978271) | HR=76 bpm | IBI=0 ms | Participant=P03
Row 475 | Timestamp: 1710826344685 ms | PPG(Green=2204878, Red=2204878, Ir=2204878) | ACC(X=2.13399505615234, Y=8.64375782012939, Z=-10.4568157196045) | HR=76 bpm | IBI=0 ms | Participant=P03
Row 476 | Timestamp: 1710826344725 ms | PPG(Green=2208710, Red=2208710, Ir=2208710) | ACC(X=3.64767050743103, Y=10.1454582214355, Z=-9.02217674255371) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 477 | Timestamp: 1710826344765 ms | PPG(Green=2208673, Red=2208673, Ir=2208673) | ACC(X=0.486196398735046, Y=10.4568157196045, Z=-7.76716709136963) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 478 | Timestamp: 1710826344805 ms | PPG(Green=2206460, Red=2206460, Ir=2206460) | ACC(X=1.17836761474609, Y=6.89057683944702, Z=-4.08836078643799) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 479 | Timestamp: 1710826344845 ms | PPG(Green=2205720, Red=2205720, Ir=2205720) | ACC(X=1.06579995155334, Y=1.4609842300415, Z=-7.87254953384399) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 480 | Timestamp: 1710826344885 ms | PPG(Green=2208609, Red=2208609, Ir=2208609) | ACC(X=0.728097081184387, Y=5.16613626480103, Z=-8.70363426208496) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 481 | Timestamp: 1710826344925 ms | PPG(Green=2214823, Red=2214823, Ir=2214823) | ACC(X=0.586788773536682, Y=5.18529653549194, Z=-6.75884866714478) | HR=73 bpm | IBI=0 ms | Participant=P03
Row 482 | Timestamp: 1710826344965 ms | PPG(Green=2223571, Red=2223571, Ir=2223571) | ACC(X=-0.56523323059082, Y=6.3253436088562, Z=-5.13979053497314) | HR=72 bpm | IBI=0 ms | Participant=P03
Row 483 | Timestamp: 1710826345005 ms | PPG(Green=2230209, Red=2230209, Ir=2230209) | ACC(X=-0.859825193881989, Y=9.95385360717773, Z=-5.35534572601318) | HR=72 bpm | IBI=0 ms | Participant=P03
Row 484 | Timestamp: 1710826345045 ms | PPG(Green=2236940, Red=2236940, Ir=2236940) | ACC(X=-1.45140409469604, Y=5.83675193786621, Z=-5.52060461044312) | HR=71 bpm | IBI=0 ms | Participant=P03
Row 485 | Timestamp: 1710826345085 ms | PPG(Green=2240496, Red=2240496, Ir=2240496) | ACC(X=-1.49691009521484, Y=7.73124122619629, Z=-4.62964344024658) | HR=71 bpm | IBI=0 ms | Participant=P03
Row 486 | Timestamp: 1710826345125 ms | PPG(Green=2239676, Red=2239676, Ir=2239676) | ACC(X=-1.08735549449921, Y=3.15428900718689, Z=-7.29534101486206) | HR=70 bpm | IBI=0 ms | Participant=P03
Row 487 | Timestamp: 1710826345165 ms | PPG(Green=2240946, Red=2240946, Ir=2240946) | ACC(X=-1.44421887397766, Y=4.5577917098999, Z=-8.99343585968018) | HR=70 bpm | IBI=0 ms | Participant=P03
Row 488 | Timestamp: 1710826345205 ms | PPG(Green=2243192, Red=2243192, Ir=2243192) | ACC(X=-1.76515638828278, Y=10.5621976852417, Z=-10.0927667617798) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 489 | Timestamp: 1710826345245 ms | PPG(Green=2244937, Red=2244937, Ir=2244937) | ACC(X=-2.54115462303162, Y=11.1657524108887, Z=-5.67149305343628) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 490 | Timestamp: 1710826345285 ms | PPG(Green=2248501, Red=2248501, Ir=2248501) | ACC(X=-0.435900211334229, Y=6.14331912994385, Z=-6.77082395553589) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 491 | Timestamp: 1710826345325 ms | PPG(Green=2253102, Red=2253102, Ir=2253102) | ACC(X=-1.59750247001648, Y=7.80309295654297, Z=-9.24252223968506) | HR=68 bpm | IBI=0 ms | Participant=P03
Row 492 | Timestamp: 1710826345365 ms | PPG(Green=2256138, Red=2256138, Ir=2256138) | ACC(X=-0.661035537719727, Y=5.62359189987183, Z=-10.8064937591553) | HR=68 bpm | IBI=0 ms | Participant=P03
Row 493 | Timestamp: 1710826345405 ms | PPG(Green=2250553, Red=2250553, Ir=2250553) | ACC(X=-1.14723193645477, Y=7.6474142074585, Z=-8.40425205230713) | HR=68 bpm | IBI=0 ms | Participant=P03
Row 494 | Timestamp: 1710826345445 ms | PPG(Green=2244435, Red=2244435, Ir=2244435) | ACC(X=0, Y=4.71586561203003, Z=-9.80296516418457) | HR=68 bpm | IBI=0 ms | Participant=P03
Row 495 | Timestamp: 1710826345485 ms | PPG(Green=2241188, Red=2241188, Ir=2241188) | ACC(X=-1.25261437892914, Y=7.03188514709473, Z=-8.15756130218506) | HR=68 bpm | IBI=0 ms | Participant=P03
Row 496 | Timestamp: 1710826345525 ms | PPG(Green=2240715, Red=2240715, Ir=2240715) | ACC(X=-2.15076041221619, Y=5.13979053497314, Z=-10.3705930709839) | HR=68 bpm | IBI=0 ms | Participant=P03
Row 497 | Timestamp: 1710826345565 ms | PPG(Green=2240270, Red=2240270, Ir=2240270) | ACC(X=-2.41900682449341, Y=4.61527347564697, Z=-10.2125196456909) | HR=68 bpm | IBI=0 ms | Participant=P03
Row 498 | Timestamp: 1710826345605 ms | PPG(Green=2240519, Red=2240519, Ir=2240519) | ACC(X=-2.97465968132019, Y=6.18642997741699, Z=-9.54669380187988) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 499 | Timestamp: 1710826345645 ms | PPG(Green=2241921, Red=2241921, Ir=2241921) | ACC(X=-2.74233937263489, Y=5.57569074630737, Z=-8.84494209289551) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 500 | Timestamp: 1710826345685 ms | PPG(Green=2243514, Red=2243514, Ir=2243514) | ACC(X=-2.65132713317871, Y=5.75771522521973, Z=-7.91326570510864) | HR=70 bpm | IBI=0 ms | Participant=P03
Row 501 | Timestamp: 1710826345725 ms | PPG(Green=2245857, Red=2245857, Ir=2245857) | ACC(X=-3.11836314201355, Y=5.04159307479858, Z=-7.70010566711426) | HR=70 bpm | IBI=0 ms | Participant=P03
Row 502 | Timestamp: 1710826345765 ms | PPG(Green=2247972, Red=2247972, Ir=2247972) | ACC(X=-3.80813932418823, Y=7.11810684204102, Z=-6.78998422622681) | HR=70 bpm | IBI=0 ms | Participant=P03
Row 503 | Timestamp: 1710826345805 ms | PPG(Green=2249781, Red=2249781, Ir=2249781) | ACC(X=-3.62851023674011, Y=4.17458295822144, Z=-5.64035749435425) | HR=70 bpm | IBI=0 ms | Participant=P03
Row 504 | Timestamp: 1710826345845 ms | PPG(Green=2251124, Red=2251124, Ir=2251124) | ACC(X=-4.73981618881226, Y=5.19008684158325, Z=-4.89789009094238) | HR=71 bpm | IBI=0 ms | Participant=P03
Row 505 | Timestamp: 1710826345885 ms | PPG(Green=2251500, Red=2251500, Ir=2251500) | ACC(X=-4.15781736373901, Y=5.21882724761963, Z=-3.56384372711182) | HR=71 bpm | IBI=0 ms | Participant=P03
Row 506 | Timestamp: 1710826345925 ms | PPG(Green=2251428, Red=2251428, Ir=2251428) | ACC(X=-4.39253282546997, Y=6.28462743759155, Z=-3.87041091918945) | HR=70 bpm | IBI=0 ms | Participant=P03
Row 507 | Timestamp: 1710826345965 ms | PPG(Green=2251736, Red=2251736, Ir=2251736) | ACC(X=-4.59850788116455, Y=6.1026029586792, Z=-3.54707813262939) | HR=70 bpm | IBI=0 ms | Participant=P03
Row 508 | Timestamp: 1710826346005 ms | PPG(Green=2251811, Red=2251811, Ir=2251811) | ACC(X=-4.43803930282593, Y=6.62712049484253, Z=-3.33391809463501) | HR=70 bpm | IBI=0 ms | Participant=P03
Row 509 | Timestamp: 1710826346045 ms | PPG(Green=2252081, Red=2252081, Ir=2252081) | ACC(X=-4.26559495925903, Y=6.21996068954468, Z=-4.60090303421021) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 510 | Timestamp: 1710826346085 ms | PPG(Green=2250981, Red=2250981, Ir=2250981) | ACC(X=-4.62485361099243, Y=7.0606255531311, Z=-2.80461072921753) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 511 | Timestamp: 1710826346125 ms | PPG(Green=2249101, Red=2249101, Ir=2249101) | ACC(X=-5.97806024551392, Y=7.01990985870361, Z=-3.09680771827698) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 512 | Timestamp: 1710826346165 ms | PPG(Green=2248083, Red=2248083, Ir=2248083) | ACC(X=-5.89423322677612, Y=8.17911720275879, Z=-2.80461072921753) | HR=68 bpm | IBI=0 ms | Participant=P03
Row 513 | Timestamp: 1710826346205 ms | PPG(Green=2247078, Red=2247078, Ir=2247078) | ACC(X=-6.39959001541138, Y=9.74069309234619, Z=-3.4369056224823) | HR=67 bpm | IBI=0 ms | Participant=P03
Row 514 | Timestamp: 1710826346245 ms | PPG(Green=2246439, Red=2246439, Ir=2246439) | ACC(X=-5.88225793838501, Y=8.095290184021, Z=-3.97818827629089) | HR=67 bpm | IBI=0 ms | Participant=P03
Row 515 | Timestamp: 1710826346285 ms | PPG(Green=2246469, Red=2246469, Ir=2246469) | ACC(X=-6.53850317001343, Y=7.8773398399353, Z=-3.00100541114807) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 516 | Timestamp: 1710826346325 ms | PPG(Green=2247534, Red=2247534, Ir=2247534) | ACC(X=-6.61993551254272, Y=7.22109460830688, Z=-3.60934972763062) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 517 | Timestamp: 1710826346365 ms | PPG(Green=2248593, Red=2248593, Ir=2248593) | ACC(X=-7.65938949584961, Y=7.18516874313354, Z=-3.42972040176392) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 518 | Timestamp: 1710826346405 ms | PPG(Green=2249479, Red=2249479, Ir=2249479) | ACC(X=-6.90734195709229, Y=6.13852882385254, Z=-3.86083054542542) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 519 | Timestamp: 1710826346445 ms | PPG(Green=2249810, Red=2249810, Ir=2249810) | ACC(X=-8.08570957183838, Y=6.370849609375, Z=-4.0093240737915) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 520 | Timestamp: 1710826346485 ms | PPG(Green=2250323, Red=2250323, Ir=2250323) | ACC(X=-7.27139043807983, Y=5.80082607269287, Z=-4.29194068908691) | HR=67 bpm | IBI=0 ms | Participant=P03
Row 521 | Timestamp: 1710826346525 ms | PPG(Green=2250602, Red=2250602, Ir=2250602) | ACC(X=-7.26899576187134, Y=5.64275217056274, Z=-3.04890656471252) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 522 | Timestamp: 1710826346565 ms | PPG(Green=2250690, Red=2250690, Ir=2250690) | ACC(X=-6.87141609191895, Y=5.12302541732788, Z=-3.02016592025757) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 523 | Timestamp: 1710826346605 ms | PPG(Green=2251092, Red=2251092, Ir=2251092) | ACC(X=-6.39000988006592, Y=5.54216003417969, Z=-1.51367545127869) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 524 | Timestamp: 1710826346645 ms | PPG(Green=2251410, Red=2251410, Ir=2251410) | ACC(X=-6.25349187850952, Y=5.03201293945313, Z=-1.85856366157532) | HR=67 bpm | IBI=0 ms | Participant=P03
Row 525 | Timestamp: 1710826346685 ms | PPG(Green=2251734, Red=2251734, Ir=2251734) | ACC(X=-6.42114543914795, Y=5.08230924606323, Z=-1.08735549449921) | HR=67 bpm | IBI=0 ms | Participant=P03
Row 526 | Timestamp: 1710826346725 ms | PPG(Green=2250876, Red=2250876, Ir=2250876) | ACC(X=-5.9660849571228, Y=5.41522216796875, Z=-1.27177488803864) | HR=68 bpm | IBI=0 ms | Participant=P03
Row 527 | Timestamp: 1710826346765 ms | PPG(Green=2249488, Red=2249488, Ir=2249488) | ACC(X=-6.57442903518677, Y=4.04045963287354, Z=-3.25967144966125) | HR=68 bpm | IBI=0 ms | Participant=P03
Row 528 | Timestamp: 1710826346805 ms | PPG(Green=2248362, Red=2248362, Ir=2248362) | ACC(X=-7.53245162963867, Y=2.27290821075439, Z=-4.5577917098999) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 529 | Timestamp: 1710826346845 ms | PPG(Green=2247943, Red=2247943, Ir=2247943) | ACC(X=-8.59825134277344, Y=0.917306542396545, Z=-6.04272699356079) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 530 | Timestamp: 1710826346885 ms | PPG(Green=2247950, Red=2247950, Ir=2247950) | ACC(X=-10.6364440917969, Y=-1.74839103221893, Z=-6.60796022415161) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 531 | Timestamp: 1710826346925 ms | PPG(Green=2248248, Red=2248248, Ir=2248248) | ACC(X=-10.5645933151245, Y=-1.99987196922302, Z=-6.64628076553345) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 532 | Timestamp: 1710826346965 ms | PPG(Green=2248635, Red=2248635, Ir=2248635) | ACC(X=-10.4807662963867, Y=-0.560443162918091, Z=-6.20559072494507) | HR=70 bpm | IBI=0 ms | Participant=P03
Row 533 | Timestamp: 1710826347005 ms | PPG(Green=2249965, Red=2249965, Ir=2249965) | ACC(X=-9.48681735992432, Y=0.004790112376213, Z=-6.48102188110352) | HR=71 bpm | IBI=0 ms | Participant=P03
Row 534 | Timestamp: 1710826347045 ms | PPG(Green=2251414, Red=2251414, Ir=2251414) | ACC(X=-8.99583148956299, Y=1.65258872509003, Z=-5.71699905395508) | HR=71 bpm | IBI=0 ms | Participant=P03
Row 535 | Timestamp: 1710826347085 ms | PPG(Green=2252694, Red=2252694, Ir=2252694) | ACC(X=-8.87847328186035, Y=2.98424005508423, Z=-5.34097528457642) | HR=72 bpm | IBI=0 ms | Participant=P03
Row 536 | Timestamp: 1710826347125 ms | PPG(Green=2253546, Red=2253546, Ir=2253546) | ACC(X=-7.93482112884521, Y=3.36026382446289, Z=-4.41169357299805) | HR=73 bpm | IBI=0 ms | Participant=P03
Row 537 | Timestamp: 1710826347165 ms | PPG(Green=2253484, Red=2253484, Ir=2253484) | ACC(X=-7.40311861038208, Y=3.80095410346985, Z=-4.58413743972778) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 538 | Timestamp: 1710826347205 ms | PPG(Green=2253524, Red=2253524, Ir=2253524) | ACC(X=-6.63909578323364, Y=3.84406518936157, Z=-4.02129936218262) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 539 | Timestamp: 1710826347245 ms | PPG(Green=2253473, Red=2253473, Ir=2253473) | ACC(X=-6.3732442855835, Y=3.56384372711182, Z=-3.37942433357239) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 540 | Timestamp: 1710826347285 ms | PPG(Green=2254333, Red=2254333, Ir=2254333) | ACC(X=-5.88944339752197, Y=3.34110331535339, Z=-3.31236267089844) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 541 | Timestamp: 1710826347325 ms | PPG(Green=2255026, Red=2255026, Ir=2255026) | ACC(X=-5.2763090133667, Y=3.56623864173889, Z=-2.90041303634644) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 542 | Timestamp: 1710826347365 ms | PPG(Green=2254764, Red=2254764, Ir=2254764) | ACC(X=-4.54821157455444, Y=2.5938458442688, Z=-2.99142527580261) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 543 | Timestamp: 1710826347405 ms | PPG(Green=2252941, Red=2252941, Ir=2252941) | ACC(X=-4.50270557403564, Y=2.85011696815491, Z=-3.03214120864868) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 544 | Timestamp: 1710826347445 ms | PPG(Green=2251899, Red=2251899, Ir=2251899) | ACC(X=-3.82011461257935, Y=3.87280583381653, Z=-3.29799246788025) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 545 | Timestamp: 1710826347485 ms | PPG(Green=2250826, Red=2250826, Ir=2250826) | ACC(X=-4.53144645690918, Y=2.65132713317871, Z=-4.18655824661255) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 546 | Timestamp: 1710826347525 ms | PPG(Green=2249953, Red=2249953, Ir=2249953) | ACC(X=-4.43803930282593, Y=5.08230924606323, Z=-4.10512638092041) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 547 | Timestamp: 1710826347565 ms | PPG(Green=2249091, Red=2249091, Ir=2249091) | ACC(X=-4.30870628356934, Y=4.20811367034912, Z=-4.41887855529785) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 548 | Timestamp: 1710826347605 ms | PPG(Green=2248118, Red=2248118, Ir=2248118) | ACC(X=-5.25954341888428, Y=6.08344268798828, Z=-4.50749588012695) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 549 | Timestamp: 1710826347645 ms | PPG(Green=2247172, Red=2247172, Ir=2247172) | ACC(X=-4.68951988220215, Y=5.38648128509521, Z=-6.14092397689819) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 550 | Timestamp: 1710826347685 ms | PPG(Green=2246412, Red=2246412, Ir=2246412) | ACC(X=-2.54354977607727, Y=7.02469968795776, Z=-5.29546928405762) | HR=76 bpm | IBI=0 ms | Participant=P03
Row 551 | Timestamp: 1710826347725 ms | PPG(Green=2245600, Red=2245600, Ir=2245600) | ACC(X=-3.70036172866821, Y=6.98158884048462, Z=-6.24630641937256) | HR=76 bpm | IBI=0 ms | Participant=P03
Row 552 | Timestamp: 1710826347765 ms | PPG(Green=2248774, Red=2248774, Ir=2248774) | ACC(X=-0.294591903686523, Y=13.2063398361206, Z=-5.4631233215332) | HR=76 bpm | IBI=0 ms | Participant=P03
Row 553 | Timestamp: 1710826347805 ms | PPG(Green=2253282, Red=2253282, Ir=2253282) | ACC(X=-1.61905801296234, Y=13.0674266815186, Z=-5.57329559326172) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 554 | Timestamp: 1710826347845 ms | PPG(Green=2259361, Red=2259361, Ir=2259361) | ACC(X=0.91970157623291, Y=9.13713932037354, Z=-5.08470439910889) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 555 | Timestamp: 1710826347885 ms | PPG(Green=2263252, Red=2263252, Ir=2263252) | ACC(X=2.41661167144775, Y=12.511773109436, Z=-1.69330477714539) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 556 | Timestamp: 1710826347925 ms | PPG(Green=2267653, Red=2267653, Ir=2267653) | ACC(X=3.75065803527832, Y=10.6053085327148, Z=-3.68359637260437) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 557 | Timestamp: 1710826347965 ms | PPG(Green=2271119, Red=2271119, Ir=2271119) | ACC(X=4.234459400177, Y=10.2340755462646, Z=-2.93633890151978) | HR=76 bpm | IBI=0 ms | Participant=P03
Row 558 | Timestamp: 1710826348005 ms | PPG(Green=2274012, Red=2274012, Ir=2274012) | ACC(X=4.50270557403564, Y=10.459210395813, Z=-3.72670745849609) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 559 | Timestamp: 1710826348045 ms | PPG(Green=2275931, Red=2275931, Ir=2275931) | ACC(X=5.10146951675415, Y=8.75153541564941, Z=-3.56144857406616) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 560 | Timestamp: 1710826348085 ms | PPG(Green=2274907, Red=2274907, Ir=2274907) | ACC(X=6.12655353546143, Y=11.8579235076904, Z=-2.51001882553101) | HR=78 bpm | IBI=0 ms | Participant=P03
Row 561 | Timestamp: 1710826348125 ms | PPG(Green=2273833, Red=2273833, Ir=2273833) | ACC(X=5.49425888061523, Y=8.54316520690918, Z=-1.46816945075989) | HR=78 bpm | IBI=0 ms | Participant=P03
Row 562 | Timestamp: 1710826348165 ms | PPG(Green=2271252, Red=2271252, Ir=2271252) | ACC(X=8.14319133758545, Y=9.99456977844238, Z=-0.395184278488159) | HR=78 bpm | IBI=0 ms | Participant=P03
